mode,section,cluster,count,section_fraction
joint,Human_Lymph_Node_A1,0,190,0.05453501722158439
joint,Human_Lymph_Node_A1,1,508,0.14580941446613088
joint,Human_Lymph_Node_A1,2,226,0.06486796785304248
joint,Human_Lymph_Node_A1,3,327,0.09385763490241102
joint,Human_Lymph_Node_A1,4,384,0.11021814006888633
joint,Human_Lymph_Node_A1,5,412,0.1182548794489093
joint,Human_Lymph_Node_A1,6,362,0.10390355912743972
joint,Human_Lymph_Node_A1,7,213,0.06113662456946039
joint,Human_Lymph_Node_A1,8,472,0.1354764638346728
joint,Human_Lymph_Node_A1,9,390,0.11194029850746269
joint,Human_Lymph_Node_D1,0,166,0.04941947008038106
joint,Human_Lymph_Node_D1,1,546,0.1625483774933016
joint,Human_Lymph_Node_D1,2,192,0.05715986900863352
joint,Human_Lymph_Node_D1,3,281,0.08365584995534385
joint,Human_Lymph_Node_D1,4,384,0.11431973801726704
joint,Human_Lymph_Node_D1,5,378,0.11253349211074724
joint,Human_Lymph_Node_D1,6,349,0.10389997022923489
joint,Human_Lymph_Node_D1,7,199,0.05924382256623995
joint,Human_Lymph_Node_D1,8,477,0.1420065495683239
joint,Human_Lymph_Node_D1,9,387,0.11521286097052694
