row_index,selected_spot_index,cluster,x,y
0,139,4,421.0,310.0
1,169,4,185.0,236.0
2,185,4,213.0,179.0
3,249,4,118.0,686.0
4,316,4,233.0,419.0
5,422,4,213.0,667.0
6,468,2,181.0,140.0
7,480,4,220.0,636.0
8,570,4,154.0,549.0
9,588,4,466.0,751.0
10,593,2,239.0,356.0
11,753,4,410.0,353.0
12,822,0,403.0,551.0
13,841,4,209.0,598.0
14,993,0,73.0,454.0
15,1058,3,581.0,218.0
16,1068,3,379.0,238.0
17,1071,4,528.0,730.0
18,1136,2,643.0,35.0
19,1260,2,369.0,201.0
20,1271,4,298.0,327.0
21,1305,0,514.0,623.0
22,1319,4,323.0,313.0
23,1394,3,186.0,725.0
24,1397,4,136.0,404.0
25,1429,0,552.0,583.0
26,1486,0,568.0,646.0
27,1536,2,346.0,124.0
28,1548,2,74.0,439.0
29,1552,2,443.0,264.0
30,1622,0,227.0,766.0
31,1650,0,444.0,466.0
32,1660,4,169.0,581.0
33,1702,4,292.0,791.0
34,1729,2,24.0,554.0
35,1751,0,271.0,463.0
36,1788,2,179.0,79.0
37,1848,4,436.0,406.0
38,1909,4,469.0,783.0
39,1916,2,389.0,476.0
40,1940,0,451.0,729.0
41,1970,2,94.0,397.0
42,1982,3,487.0,263.0
43,2091,0,527.0,619.0
44,2162,2,622.0,406.0
45,2246,2,513.0,693.0
46,2289,0,573.0,148.0
47,2290,4,391.0,721.0
48,2323,2,153.0,269.0
49,2327,2,467.0,184.0
50,2396,3,441.0,770.0
51,2405,2,603.0,661.0
52,2431,1,502.0,160.0
53,2486,1,249.0,492.0
54,2490,3,569.0,357.0
55,2505,1,224.0,430.0
56,2531,0,291.0,488.0
57,2547,4,194.0,668.0
58,2565,3,372.0,607.0
59,2579,3,392.0,510.0
60,2604,4,108.0,489.0
61,2614,2,174.0,251.0
62,2616,2,514.0,313.0
63,2675,2,583.0,95.0
64,2689,2,35.0,479.0
65,2711,4,183.0,674.0
66,2784,3,197.0,77.0
67,2861,0,591.0,436.0
68,2996,0,511.0,646.0
69,3065,0,257.0,743.0
70,3162,0,582.0,355.0
71,3267,0,524.0,151.0
72,3276,2,487.0,816.0
73,3325,3,396.0,463.0
74,3394,2,790.0,186.0
75,3419,2,571.0,323.0
76,3420,4,294.0,767.0
77,3431,4,303.0,534.0
78,3468,4,199.0,858.0
79,3471,2,46.0,520.0
80,3683,2,659.0,320.0
81,3730,4,323.0,336.0
82,3745,2,405.0,361.0
83,3781,2,97.0,376.0
84,3789,2,95.0,821.0
85,3842,2,391.0,253.0
86,3882,0,614.0,664.0
87,3890,3,152.0,799.0
88,3902,0,506.0,578.0
89,3966,4,338.0,786.0
