section,obs_name,cluster,x,y
Mouse_Thymus1,0_22,0,8919.0,13270.0
Mouse_Thymus1,0_33,1,8919.0,14370.0
Mouse_Thymus1,0_40,1,8919.0,15070.0
Mouse_Thymus1,0_41,1,8919.0,15170.0
Mouse_Thymus1,0_42,1,8919.0,15270.0
Mouse_Thymus1,10_10,1,9919.0,12070.0
Mouse_Thymus1,10_11,1,9919.0,12170.0
Mouse_Thymus1,10_12,1,9919.0,12270.0
Mouse_Thymus1,10_13,1,9919.0,12370.0
Mouse_Thymus1,10_14,1,9919.0,12470.0
Mouse_Thymus1,10_15,1,9919.0,12570.0
Mouse_Thymus1,10_16,1,9919.0,12670.0
Mouse_Thymus1,10_17,0,9919.0,12770.0
Mouse_Thymus1,10_18,1,9919.0,12870.0
Mouse_Thymus1,10_19,1,9919.0,12970.0
Mouse_Thymus1,10_20,0,9919.0,13070.0
Mouse_Thymus1,10_21,1,9919.0,13170.0
Mouse_Thymus1,10_22,1,9919.0,13270.0
Mouse_Thymus1,10_23,1,9919.0,13370.0
Mouse_Thymus1,10_24,1,9919.0,13470.0
Mouse_Thymus1,10_25,1,9919.0,13570.0
Mouse_Thymus1,10_26,1,9919.0,13670.0
Mouse_Thymus1,10_27,1,9919.0,13770.0
Mouse_Thymus1,10_28,1,9919.0,13870.0
Mouse_Thymus1,10_29,1,9919.0,13970.0
Mouse_Thymus1,10_30,1,9919.0,14070.0
Mouse_Thymus1,10_31,1,9919.0,14170.0
Mouse_Thymus1,10_32,1,9919.0,14270.0
Mouse_Thymus1,10_33,1,9919.0,14370.0
Mouse_Thymus1,10_34,0,9919.0,14470.0
Mouse_Thymus1,10_35,1,9919.0,14570.0
Mouse_Thymus1,10_36,1,9919.0,14670.0
Mouse_Thymus1,10_37,1,9919.0,14770.0
Mouse_Thymus1,10_38,1,9919.0,14870.0
Mouse_Thymus1,10_39,1,9919.0,14970.0
Mouse_Thymus1,10_4,1,9919.0,11470.0
Mouse_Thymus1,10_40,1,9919.0,15070.0
Mouse_Thymus1,10_41,1,9919.0,15170.0
Mouse_Thymus1,10_42,1,9919.0,15270.0
Mouse_Thymus1,10_43,1,9919.0,15370.0
Mouse_Thymus1,10_44,1,9919.0,15470.0
Mouse_Thymus1,10_45,1,9919.0,15570.0
Mouse_Thymus1,10_46,1,9919.0,15670.0
Mouse_Thymus1,10_47,1,9919.0,15770.0
Mouse_Thymus1,10_48,1,9919.0,15870.0
Mouse_Thymus1,10_49,1,9919.0,15970.0
Mouse_Thymus1,10_5,1,9919.0,11570.0
Mouse_Thymus1,10_50,1,9919.0,16070.0
Mouse_Thymus1,10_51,1,9919.0,16170.0
Mouse_Thymus1,10_52,1,9919.0,16270.0
Mouse_Thymus1,10_53,1,9919.0,16370.0
Mouse_Thymus1,10_54,0,9919.0,16470.0
Mouse_Thymus1,10_55,1,9919.0,16570.0
Mouse_Thymus1,10_56,1,9919.0,16670.0
Mouse_Thymus1,10_57,1,9919.0,16770.0
Mouse_Thymus1,10_58,1,9919.0,16870.0
Mouse_Thymus1,10_59,1,9919.0,16970.0
Mouse_Thymus1,10_6,1,9919.0,11670.0
